SRC_STATION_NAME,SRC_STATION_ID,DEST_STATION_NAME,DEST_STATION_ID,OCT_ADT_FARE,OCT_STD_FARE,OCT_JOYYOU_SIXTY_FARE,SINGLE_ADT_FARE,OCT_CON_CHILD_FARE,OCT_CON_ELDERLY_FARE,OCT_CON_PWD_FARE,SINGLE_CON_CHILD_FARE,SINGLE_CON_ELDERLY_FARE,Starting Station Coord,Ending Station Coord,,Distance,Time Taken,Status of Script,Starting Station (District),Ending Station (District),Med_Income(Starting),Med_Income(Ending)
Central,1,Central,1,0,0,0,0,0,0,0,0,0,"22.2819, 114.1574","22.2819, 114.1574",,,,,Central and Western,Central and Western,41400,41400
Central,1,Admiralty,2,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2794, 114.1646",,0.9 km,3 mins,done,Central and Western,Central and Western,41400,41400
Central,1,Tsim Sha Tsui,3,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2819, 114.1574","22.2973, 114.1722",,3.4 km,8 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Jordan,4,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2819, 114.1574","22.3048, 114.1717",,4.2 km,8 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3137, 114.1698",,5.2 km,13 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3191, 114.1694",,5.8 km,12 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Shek Kip Mei,7,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3317, 114.1685",,7.2 km,22 mins,done,Central and Western,Kowloon City,41400,30000
Central,1,Kowloon Tong,8,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.337, 114.1762",,9.5 km,24 mins,done,Central and Western,Wong Tai Sin,41400,25500
Central,1,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.338, 114.1871",,9.5 km,26 mins,done,Central and Western,Wong Tai Sin,41400,25500
Central,1,Wong Tai Sin,10,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3417, 114.1938",,10.4 km,28 mins,done,Central and Western,Wong Tai Sin,41400,25500
Central,1,Diamond Hill,11,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.34, 114.2071",,11.9 km,39 mins,done,Central and Western,Wong Tai Sin,41400,25500
Central,1,Choi Hung,12,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3349, 114.209",,12.2 km,32 mins,done,Central and Western,Wong Tai Sin,41400,25500
Central,1,Kowloon Bay,13,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3235, 114.2141",,13.6 km,35 mins,done,Central and Western,Kwun Tong,41400,22500
Central,1,Ngau Tau Kok,14,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3154, 114.2193",,14.9 km,39 mins,done,Central and Western,Kwun Tong,41400,22500
Central,1,Kwun Tong,15,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3117, 114.227",,15.7 km,40 mins,done,Central and Western,Kwun Tong,41400,22500
Central,1,Prince Edward,16,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3245, 114.1683",,6.5 km,16 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Sham Shui Po,17,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3308, 114.1623",,7.5 km,18 mins,done,Central and Western,Sham Shui Po,41400,24300
Central,1,Cheung Sha Wan,18,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3354, 114.1563",,8.3 km,19 mins,done,Central and Western,Sham Shui Po,41400,24300
Central,1,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3373, 114.148",,9.1 km,19 mins,done,Central and Western,Sham Shui Po,41400,24300
Central,1,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3376, 114.138",,10.2 km,21 mins,done,Central and Western,Sham Shui Po,41400,24300
Central,1,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3484, 114.1261",,12.2 km,24 mins,done,Central and Western,Kwai Tsing,41400,24700
Central,1,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3568, 114.1278",,13.2 km,26 mins,done,Central and Western,Kwai Tsing,41400,24700
Central,1,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3632, 114.1312",,14.0 km,27 mins,done,Central and Western,Kwai Tsing,41400,24700
Central,1,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3708, 114.125",,15.3 km,29 mins,done,Central and Western,Tsuen Wan,41400,32600
Central,1,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3736, 114.1178",,16.2 km,31 mins,done,Central and Western,Tsuen Wan,41400,32600
Central,1,Sheung Wan,26,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2866, 114.1519",,0.9 km,3 mins,done,Central and Western,Central and Western,41400,41400
Central,1,Wan Chai,27,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2775, 114.1732",,1.9 km,7 mins,done,Central and Western,Wan Chai,41400,44100
Central,1,Causeway Bay,28,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2804, 114.185",,3.1 km,10 mins,done,Central and Western,Wan Chai,41400,44100
Central,1,Tin Hau,29,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2827, 114.1917",,4.0 km,12 mins,done,Central and Western,Wan Chai,41400,44100
Central,1,Fortress Hill,30,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.288, 114.1936",,4.5 km,11 mins,done,Central and Western,Eastern,41400,34300
Central,1,North Point,31,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2819, 114.1574","22.2913, 114.2005",,5.4 km,15 mins,done,Central and Western,Eastern,41400,34300
Central,1,Quarry Bay,32,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2819, 114.1574","22.2879, 114.2097",,6.5 km,18 mins,done,Central and Western,Eastern,41400,34300
Central,1,Tai Koo,33,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2819, 114.1574","22.2851, 114.2145",,7.6 km,21 mins,done,Central and Western,Eastern,41400,34300
Central,1,Sai Wan Ho,34,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2819, 114.1574","22.2821, 114.2219",,8.0 km,18 mins,done,Central and Western,Eastern,41400,34300
Central,1,Shau Kei Wan,35,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2819, 114.1574","22.2792, 114.2289",,8.8 km,20 mins,done,Central and Western,Eastern,41400,34300
Central,1,Heng Fa Chuen,36,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2819, 114.1574","22.2769, 114.2398",,10.2 km,25 mins,done,Central and Western,Eastern,41400,34300
Central,1,Chai Wan,37,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2819, 114.1574","22.2644, 114.2368",,11.6 km,27 mins,done,Central and Western,Eastern,41400,34300
Central,1,Lam Tin,38,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3068, 114.233",,11.0 km,33 mins,done,Central and Western,Kwun Tong,41400,22500
Central,1,Hong Kong,39,0,0,0,0,0,0,0,0,0,"22.2819, 114.1574","22.2844, 114.1581",,0.8 km,2 mins,done,Central and Western,Central and Western,41400,41400
Central,1,Kowloon,40,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2819, 114.1574","22.3043, 114.1615",,2.9 km,9 mins,done,Central and Western,Kowloon City,41400,30000
Central,1,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3181, 114.1592",,4.7 km,14 mins,done,Central and Western,Sham Shui Po,41400,24300
Central,1,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3585, 114.1077",,12.1 km,24 mins,done,Central and Western,Tsuen Wan,41400,32600
Central,1,Tung Chung,43,24.3,12.5,2,28,12.5,2,2,15,15,"22.2819, 114.1574","22.2893, 113.9414",,31.3 km,41 mins,done,Central and Western,Islands,41400,28400
Central,1,Yau Tong,48,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.2981, 114.237",,9.7 km,25 mins,done,Central and Western,Kwun Tong,41400,22500
Central,1,Tiu Keng Leng,49,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3042, 114.2524",,11.9 km,30 mins,done,Central and Western,Kwun Tong,41400,22500
Central,1,Tseung Kwan O,50,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.307, 114.2602",,13.0 km,37 mins,done,Central and Western,Sai Kung,41400,36500
Central,1,Hang Hau,51,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.315, 114.2642",,14.2 km,37 mins,done,Central and Western,Sai Kung,41400,36500
Central,1,Po Lam,52,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.3225, 114.2578",,15.0 km,37 mins,done,Central and Western,Sai Kung,41400,36500
Central,1,Nam Cheong,53,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3268, 114.1537",,5.7 km,13 mins,done,Central and Western,Sham Shui Po,41400,24300
Central,1,Sunny Bay,54,22.2,11.1,2,25.5,11.1,2,2,13.5,13.5,"22.2819, 114.1574","22.3318, 114.0288",,20.7 km,30 mins,done,Central and Western,Islands,41400,28400
Central,1,Disneyland Resort,55,27.9,14.2,2,31,14.2,2,2,16.5,16.5,"22.2819, 114.1574","22.3154, 114.0452",,23.8 km,40 mins,done,Central and Western,Islands,41400,28400
Central,1,LOHAS Park,57,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2819, 114.1574","22.2957, 114.2689",,15.9 km,41 mins,done,Central and Western,Sai Kung,41400,36500
Central,1,Hung Hom,64,12.6,5.9,2,15,5.9,2,2,6,6,"22.2819, 114.1574","22.3029, 114.1821",,5.4 km,19 mins,done,Central and Western,Kowloon City,41400,30000
Central,1,Mong Kok East,65,12.9,6.4,2,15.5,6.4,2,2,6.5,6.5,"22.2819, 114.1574","22.322, 114.1726",,7.7 km,21 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Tai Wai,67,17.1,8.6,2,19,8.6,2,2,9.5,9.5,"22.2819, 114.1574","22.3733, 114.1782",,14.0 km,31 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Sha Tin,68,17.1,8.6,2,19,8.6,2,2,9.5,9.5,"22.2819, 114.1574","22.3839, 114.188",,15.5 km,35 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Fo Tan,69,17.6,9.1,2,19.5,9.1,2,2,10,10,"22.2819, 114.1574","22.3959, 114.1989",,17.3 km,36 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Racecourse,70,25.7,13.4,25.7,28.5,13.4,2,2,15,15,"22.2819, 114.1574","22.4011, 114.2034",,18.1 km,48 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,University,71,18.4,9.2,2,20,9.2,2,2,10.5,10.5,"22.2819, 114.1574","22.4136, 114.2103",,19.8 km,38 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Tai Po Market,72,19.9,10.1,2,22,10.1,2,2,12,12,"22.2819, 114.1574","22.4445, 114.1705",,26.1 km,42 mins,done,Central and Western,Tai Po,41400,25800
Central,1,Tai Wo,73,19.9,10.1,2,22,10.1,2,2,12,12,"22.2819, 114.1574","22.4506, 114.1609",,27.6 km,47 mins,done,Central and Western,Tai Po,41400,25800
Central,1,Fanling,74,22.2,11.6,2,25.5,11.6,2,2,13.5,13.5,"22.2819, 114.1574","22.4909, 114.1391",,33.7 km,52 mins,done,Central and Western,North District,41400,30400
Central,1,Sheung Shui,75,22.2,11.6,2,25.5,11.6,2,2,13.5,13.5,"22.2819, 114.1574","22.5009, 114.1288",,35.3 km,55 mins,done,Central and Western,North District,41400,30400
Central,1,Lo Wu,76,52.2,46,52.2,55.5,26.2,26.2,26.2,27.5,27.5,"22.2819, 114.1574","22.5296, 114.1138",,38.8 km,1 hour 0 mins,done,Central and Western,North District,41400,30400
Central,1,Lok Ma Chau,78,52.2,46,52.2,55.5,26.2,26.2,26.2,27.5,27.5,"22.2819, 114.1574","22.5144, 114.0657",,42.4 km,1 hour 1 min,done,Central and Western,North District,41400,30400
Central,1,East Tsim Sha Tsui,80,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2819, 114.1574","22.2955, 114.1754",,4.0 km,16 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Che Kung Temple,96,17.2,8.7,2,19,8.7,2,2,10,10,"22.2819, 114.1574","22.3748, 114.1861",,14.7 km,37 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Sha Tin Wai,97,17.2,8.7,2,19,8.7,2,2,10,10,"22.2819, 114.1574","22.377, 114.195",,15.7 km,39 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,City One,98,17.2,8.7,2,19,8.7,2,2,10,10,"22.2819, 114.1574","22.3828, 114.2038",,16.8 km,42 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Shek Mun,99,17.2,8.7,2,19,8.7,2,2,10,10,"22.2819, 114.1574","22.3877, 114.2083",,17.5 km,43 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Tai Shui Hang,100,20.8,10.4,2,22,10.4,2,2,12.5,12.5,"22.2819, 114.1574","22.4084, 114.2227",,20.4 km,47 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Heng On,101,20.8,10.4,2,22,10.4,2,2,12.5,12.5,"22.2819, 114.1574","22.4174, 114.2258",,21.5 km,49 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Ma On Shan,102,20.8,10.4,2,22,10.4,2,2,12.5,12.5,"22.2819, 114.1574","22.4247, 114.2316",,22.6 km,54 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Wu Kai Sha,103,20.8,10.4,2,22,10.4,2,2,12.5,12.5,"22.2819, 114.1574","22.4291, 114.2438",,24.0 km,53 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Austin,111,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2819, 114.1574","22.3053, 114.1661",,5.0 km,21 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Tsuen Wan West,114,17.8,9.1,2,19.5,9.1,2,2,10,10,"22.2819, 114.1574","22.3684, 114.1097",,12.5 km,30 mins,done,Central and Western,Tsuen Wan,41400,32600
Central,1,Kam Sheung Road,115,28,14.3,2,30,14.3,2,2,15.5,15.5,"22.2819, 114.1574","22.4348, 114.0634",,21.4 km,40 mins,done,Central and Western,Tsuen Wan,41400,32600
Central,1,Yuen Long,116,29.3,15.2,2,31,15.2,2,2,16.5,16.5,"22.2819, 114.1574","22.4461, 114.0348",,25.0 km,44 mins,done,Central and Western,Yuen Long,41400,27000
Central,1,Long Ping,117,29.3,15.2,2,31,15.2,2,2,16.5,16.5,"22.2819, 114.1574","22.4477, 114.0255",,26.1 km,48 mins,done,Central and Western,Yuen Long,41400,27000
Central,1,Tin Shui Wai,118,29.3,15.2,2,31,15.2,2,2,16.5,16.5,"22.2819, 114.1574","22.4481, 114.0046",,28.3 km,50 mins,done,Central and Western,Yuen Long,41400,27000
Central,1,Siu Hong,119,29.3,15.2,2,31,15.2,2,2,16.5,16.5,"22.2819, 114.1574","22.4118, 113.979",,33.4 km,57 mins,done,Central and Western,Tuen Mun,41400,25000
Central,1,Tuen Mun,120,29.3,15.2,2,31,15.2,2,2,16.5,16.5,"22.2819, 114.1574","22.3949, 113.9731",,35.3 km,58 mins,done,Central and Western,Tuen Mun,41400,25000
Central,1,Sai Ying Pun,81,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2855, 114.1427",,1.9 km,5 mins,done,Central and Western,Central and Western,41400,41400
Central,1,HKU,82,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2841, 114.1356",,3.0 km,10 mins,done,Central and Western,Central and Western,41400,41400
Central,1,Kennedy Town,83,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2812, 114.1289",,3.6 km,10 mins,done,Central and Western,Central and Western,41400,41400
Central,1,Ho Man Tin,84,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3094, 114.1827",,6.9 km,17 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Central,1,Whampoa,85,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.305, 114.1896",,7.8 km,19 mins,done,Central and Western,Kowloon City,41400,30000
Central,1,Ocean Park,86,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2819, 114.1574","22.2486, 114.1743",,5.0 km,16 mins,done,Central and Western,Southern District,41400,32800
Central,1,Wong Chuk Hang,87,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2819, 114.1574","22.2482, 114.1684",,5.9 km,20 mins,done,Central and Western,Southern District,41400,32800
Central,1,Lei Tung,88,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2819, 114.1574","22.2407, 114.1565",,7.3 km,23 mins,done,Central and Western,Southern District,41400,32800
Central,1,South Horizons,89,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2819, 114.1574","22.2429, 114.1487",,8.1 km,23 mins,done,Central and Western,Southern District,41400,32800
Central,1,Hin Keng,90,17.1,8.6,2,19,8.6,2,2,9.5,9.5,"22.2819, 114.1574","22.364, 114.1708",,15.2 km,36 mins,done,Central and Western,Sha Tin,41400,29700
Central,1,Kai Tak,91,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3306, 114.1995",,10.1 km,30 mins,done,Central and Western,Kowloon City,41400,30000
Central,1,Sung Wong Toi,92,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3258, 114.1914",,9.1 km,28 mins,done,Central and Western,Kowloon City,41400,30000
Central,1,To Kwa Wan,93,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2819, 114.1574","22.3173, 114.1876",,8.0 km,26 mins,done,Central and Western,Kowloon City,41400,30000
Admiralty,2,Central,1,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.2819, 114.1574",,0.9 km,3 mins,done,Central and Western,Central and Western,41400,41400
Admiralty,2,Admiralty,2,0,0,0,0,0,0,0,0,0,"22.2794, 114.1646","22.2794, 114.1646",,,,,Central and Western,Central and Western,41400,41400
Admiralty,2,Tsim Sha Tsui,3,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2794, 114.1646","22.2973, 114.1722",,2.6 km,5 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Admiralty,2,Jordan,4,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2794, 114.1646","22.3048, 114.1717",,3.3 km,5 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Admiralty,2,Yau Ma Tei,5,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3137, 114.1698",,4.4 km,9 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Admiralty,2,Mong Kok,6,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3191, 114.1694",,4.9 km,9 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Admiralty,2,Shek Kip Mei,7,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3317, 114.1685",,6.4 km,19 mins,done,Central and Western,Kowloon City,41400,30000
Admiralty,2,Kowloon Tong,8,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.337, 114.1762",,8.6 km,16 mins,done,Central and Western,Wong Tai Sin,41400,25500
Admiralty,2,Lok Fu,9,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.338, 114.1871",,8.7 km,22 mins,done,Central and Western,Wong Tai Sin,41400,25500
Admiralty,2,Wong Tai Sin,10,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3417, 114.1938",,9.5 km,24 mins,done,Central and Western,Wong Tai Sin,41400,25500
Admiralty,2,Diamond Hill,11,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.34, 114.2071",,11.0 km,35 mins,done,Central and Western,Wong Tai Sin,41400,25500
Admiralty,2,Choi Hung,12,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3349, 114.209",,11.3 km,28 mins,done,Central and Western,Wong Tai Sin,41400,25500
Admiralty,2,Kowloon Bay,13,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3235, 114.2141",,12.8 km,31 mins,done,Central and Western,Kwun Tong,41400,22500
Admiralty,2,Ngau Tau Kok,14,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3154, 114.2193",,14.0 km,35 mins,done,Central and Western,Kwun Tong,41400,22500
Admiralty,2,Kwun Tong,15,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3117, 114.227",,14.8 km,37 mins,done,Central and Western,Kwun Tong,41400,22500
Admiralty,2,Prince Edward,16,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3245, 114.1683",,5.7 km,13 mins,done,Central and Western,Yau Tsim Mong,41400,30000
Admiralty,2,Sham Shui Po,17,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3308, 114.1623",,6.6 km,14 mins,done,Central and Western,Sham Shui Po,41400,24300
Admiralty,2,Cheung Sha Wan,18,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3354, 114.1563",,7.4 km,15 mins,done,Central and Western,Sham Shui Po,41400,24300
Admiralty,2,Lai Chi Kok,19,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3373, 114.148",,8.3 km,16 mins,done,Central and Western,Sham Shui Po,41400,24300
Admiralty,2,Mei Foo,20,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3376, 114.138",,9.3 km,18 mins,done,Central and Western,Sham Shui Po,41400,24300
Admiralty,2,Lai King,21,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3484, 114.1261",,11.3 km,21 mins,done,Central and Western,Kwai Tsing,41400,24700
Admiralty,2,Kwai Fong,22,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3568, 114.1278",,12.4 km,23 mins,done,Central and Western,Kwai Tsing,41400,24700
Admiralty,2,Kwai Hing,23,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3632, 114.1312",,13.2 km,24 mins,done,Central and Western,Kwai Tsing,41400,24700
Admiralty,2,Tai Wo Hau,24,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3708, 114.125",,14.5 km,26 mins,done,Central and Western,Tsuen Wan,41400,32600
Admiralty,2,Tsuen Wan,25,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3736, 114.1178",,15.3 km,28 mins,done,Central and Western,Tsuen Wan,41400,32600
Admiralty,2,Sheung Wan,26,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.2866, 114.1519",,1.6 km,4 mins,done,Central and Western,Central and Western,41400,41400
Admiralty,2,Wan Chai,27,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.2775, 114.1732",,1.0 km,4 mins,done,Central and Western,Wan Chai,41400,44100
Admiralty,2,Causeway Bay,28,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.2804, 114.185",,2.2 km,6 mins,done,Central and Western,Wan Chai,41400,44100
Admiralty,2,Tin Hau,29,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.2827, 114.1917",,3.1 km,9 mins,done,Central and Western,Wan Chai,41400,44100
Admiralty,2,Fortress Hill,30,5.9,3.2,2,6,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.288, 114.1936",,3.6 km,8 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,North Point,31,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2794, 114.1646","22.2913, 114.2005",,4.5 km,12 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Quarry Bay,32,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2794, 114.1646","22.2879, 114.2097",,5.6 km,15 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Tai Koo,33,7.4,3.7,2,7.5,3.7,2,2,4,4,"22.2794, 114.1646","22.2851, 114.2145",,6.7 km,18 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Sai Wan Ho,34,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2794, 114.1646","22.2821, 114.2219",,7.2 km,15 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Shau Kei Wan,35,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2794, 114.1646","22.2792, 114.2289",,8.0 km,17 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Heng Fa Chuen,36,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2794, 114.1646","22.2769, 114.2398",,9.4 km,22 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Chai Wan,37,9.2,4.4,2,10.5,4.4,2,2,4.5,4.5,"22.2794, 114.1646","22.2644, 114.2368",,10.8 km,24 mins,done,Central and Western,Eastern,41400,34300
Admiralty,2,Lam Tin,38,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3068, 114.233",,10.1 km,30 mins,done,Central and Western,Kwun Tong,41400,22500
Admiralty,2,Hong Kong,39,4.9,3.2,2,5,3.2,2,2,3.5,3.5,"22.2794, 114.1646","22.2844, 114.1581",,1.2 km,8 mins,done,Central and Western,Central and Western,41400,41400
Admiralty,2,Kowloon,40,10.6,5.4,2,12.5,5.4,2,2,5.5,5.5,"22.2794, 114.1646","22.3043, 114.1615",,3.6 km,14 mins,done,Central and Western,Kowloon City,41400,30000
Admiralty,2,Olympic,41,13.2,6.5,2,15.5,6.5,2,2,6.5,6.5,"22.2794, 114.1646","22.3181, 114.1592",,5.4 km,19 mins,done,Central and Western,Sham Shui Po,41400,24300
Admiralty,2,Tsing Yi,42,15.8,7.4,2,16,7.4,2,2,7.5,7.5,"22.2794, 114.1646","22.3585, 114.1077",,13.8 km,31 mins,done,Central and Western,Tsuen Wan,41400,32600
